COMP ID,PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB
53263,1829,docosahexaenoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),LC/MS Pos Late,100009333,1378.0,414.3367,,,,
32504,1460,docosapentaenoate (DPA; 22:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001181,5571.0,329.2486,6441454,2234-74-4,C16513,HMDB06528
37478,1474,docosapentaenoate (n6 DPA; 22:5n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001580,5624.5,329.2486,6441454,25182-74-5,C16513,HMDB01976
32417,1462,docosatrienoate (22:3n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001195,5823.0,333.2799,5312556,59708-86-0,C16534,HMDB02823
62276,1585,dodecadienoate (12:2)*,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100020478,5146.0,195.1391,,,,
32388,1582,dodecanedioate (C12),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100001102,2990.0,229.1445,12736,693-23-2,C02678,HMDB00623
61864,1584,dodecenedioate (C12:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100019972,2700.0,227.1289,,,,
48407,214,dopamine 3-O-sulfate,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100006361,1556.2,232.0285,122136,,C13690,HMDB06275
48406,213,dopamine 4-sulfate,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100006360,1511.0,232.0285,123932,,C13691,HMDB04148
39273,5167,doxycycline,Xenobiotics,Drug - Antibiotic,LC/MS Pos Early,100003009,3350.0,445.1606,,24390-14-5,,
35651,5691,ectoine,Xenobiotics,Chemical,LC/MS Pos Early,100001635,1980.0,143.0815,126041,96702-03-3,C06231,
22163,5692,EDTA,Xenobiotics,Chemical,LC/MS Neg,100001002,643.0,291.0834,6049,60-00-4,C00284,HMDB15109
39831,1598,eicosanedioate (C20-DC),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100002951,5200.9,341.2697,75502,2424-92-2,,
18467,1458,eicosapentaenoate (EPA; 20:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,2050,5450.0,301.2173,446284,10-2005-9;10417-94-4,C06428,HMDB01999
53258,1831,eicosapentaenoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),LC/MS Pos Late,100009336,1343.0,388.321,,,,
33587,1441,eicosenoate (20:1n9 or 1n11),Lipid,Long Chain Monounsaturated Fatty Acid,LC/MS Neg,100001335,5950.0,309.2799,5282768,,C16526,HMDB02231
57519,1771,eicosenoylcarnitine (C20:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100015838,1484.0,454.3891,,,,
33973,3168,epiandrosterone sulfate,Lipid,Androgenic Steroids,LC/MS Neg,100001287,4855.0,369.1741,9929317,22229-22-7,,
37459,4634,ergothioneine,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100002154,850.0,230.0958,3032311,58511-63-0,C05570,HMDB03045
1552,1445,erucate (22:1n9),Lipid,Long Chain Monounsaturated Fatty Acid,LC/MS Neg,1087,6355.6,337.3112,5281116,112-86-7,C08316,HMDB02068
57525,1772,erucoylcarnitine (C22:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100015841,1535.0,482.4204,,,,
20699,4636,erythritol,Xenobiotics,Food Component/Plant,LC/MS Polar,100000846,1491.0,167.0561,222285,149-32-6,C00503,HMDB02994
42420,1336,erythronate*,Carbohydrate,Aminosugar Metabolism,LC/MS Polar,100001320,2186.0,135.0299,2781043,88759-55-1,,HMDB00613
63152,4827,ethyl alpha-glucopyranoside,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100015965,1248.0,226.1285,428040,34625-23-5,,
64131,4956,ethyl beta-glucopyranoside,Xenobiotics,Food Component/Plant,LC/MS Neg,100020377,1519.0,207.0874,121667,,,
39603,5631,ethyl glucuronide,Xenobiotics,Chemical,LC/MS Neg,100002849,793.0,221.0667,152226,17685-04-0,,HMDB10325
15765,363,ethylmalonate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Polar,2054,2785.0,131.035,11756,601-75-2,,HMDB00622
47112,3179,etiocholanolone glucuronide,Lipid,Androgenic Steroids,LC/MS Neg,100005403,4915.0,465.2494,270605,3602-09-03 00:00:00,,HMDB04484
48715,4859,eugenol sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,100006171,3782.0,243.0333,180632,95480-60-7,,
47114,4642,ferulic acid 4-sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,100005389,1200.0,273.0074,6305574,86321-29-1,,HMDB29200
42021,5522,fexofenadine,Xenobiotics,Drug - Respiratory,LC/MS Pos Late,100004018,944.0,502.2952,3348,83799-24-0,C06999,HMDB05030
57709,1070,ADSGEGDFXAEGGGVR*,Peptide,Fibrinogen Cleavage Peptide,LC/MS Neg,100001322,2474.0,766.8353,16133137,25422-31-5,,
31548,1078,DSGEGDFXAEGGGVR*,Peptide,Fibrinogen Cleavage Peptide,LC/MS Neg,100001323,2535.0,731.3168,,,,
57712,1079,ADpSGEGDFXAEGGGVR*,Peptide,Fibrinogen Cleavage Peptide,LC/MS Neg,100001324,2016.0,806.8185,,886023-52-5,,
61837,1089,Fibrinopeptide B,Peptide,Fibrinogen Cleavage Peptide,LC/MS Neg,100015991,2909.0,774.8223,,36204-23-6,,
62813,1093,Fibrinopeptide B (1-13),Peptide,Fibrinogen Cleavage Peptide,LC/MS Neg,100020908,2482.0,696.7717,,,,
44619,5465,fluoxetine,Xenobiotics,Drug - Psychoactive,LC/MS Pos Late,1382,1025.0,310.1413,3386,59333-67-4,D00326,
43493,77,formiminoglutamate,Amino Acid,Histidine Metabolism,LC/MS Pos Early,100002500,1880.0,175.0713,439233,816-90-0,C00439,HMDB00854
48195,1254,fructose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",LC/MS Polar,878,2065.0,225.0616,5984,57-48-7,C00095,HMDB00660
46227,114,fructosyllysine,Amino Acid,Lysine Metabolism,LC/MS Pos Early,100005373,2784.0,309.1656,123708,21291-40-7,,
1643,1354,fumarate,Energy,TCA Cycle,LC/MS Polar,330,3084.0,115.0037,444972,100-17-8,C00122,HMDB00134
38686,5437,gabapentin,Xenobiotics,Drug - Neurological,LC/MS Pos Early,100002806,3123.0,172.1332,3446,60142-96-3,D00332,HMDB05015
27719,1280,galactonate,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",LC/MS Polar,100001026,3085.0,195.051,128869,299-28-5,C00880,HMDB00565
44876,4165,gamma-CEHC,Cofactors and Vitamins,Tocopherol Metabolism,LC/MS Neg,100002094,3843.0,263.1289,133098,178167-75-4,,HMDB01931
42381,4166,gamma-CEHC glucuronide*,Cofactors and Vitamins,Tocopherol Metabolism,LC/MS Neg,100004243,2500.0,439.161,,,,
62280,4176,gamma-CEHC sulfate,Cofactors and Vitamins,Tocopherol Metabolism,LC/MS Neg,100020480,2850.0,343.0857,,,,
37092,593,gamma-glutamyl-2-aminobutyrate,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,100001502,2380.0,233.1132,,16869-42-4,,
55015,583,gamma-glutamyl-alpha-lysine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,100010901,2784.0,276.1554,65254,,,
37063,575,gamma-glutamylalanine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,100001843,1986.0,219.0976,440103,5875-41-2,,HMDB29142
62104,592,gamma-glutamylcitrulline*,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,100020241,1644.0,305.1456,,,,
36738,577,gamma-glutamylglutamate,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,331,1775.0,277.103,92865,1116-22-9,C05282,HMDB11737
2730,578,gamma-glutamylglutamine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,1140,1430.0,276.119,150914,10148-81-9,C05283,HMDB11738
33949,579,gamma-glutamylglycine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,100001294,1535.0,205.0819,165527,1948-29-4,,HMDB11667
18245,580,gamma-glutamylhistidine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,1235,2740.0,285.1194,7017195,37460-15-4,,
34456,581,gamma-glutamylisoleucine*,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,100001485,2940.0,261.1445,14253342,,,HMDB11170
18369,582,gamma-glutamylleucine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,1268,2991.0,261.1445,151023,2566-39-4,,HMDB11171
44872,585,gamma-glutamylmethionine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,100001313,2640.0,279.1009,7009567,17663-87-5,,HMDB29155
33422,586,gamma-glutamylphenylalanine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,100000491,2992.0,295.1289,111299,7432-24-8,,HMDB00594
33364,587,gamma-glutamylthreonine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,100001314,1750.0,249.1081,76078708,5652-48-2,,HMDB29159
33947,588,gamma-glutamyltryptophan,Peptide,Gamma-glutamyl Amino Acid,LC/MS Neg,100001295,1960.0,332.1252,3989307,66471-20-3,,HMDB29160
2734,589,gamma-glutamyltyrosine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,1102,2518.0,311.1238,94340,7432-23-7,,HMDB11741
43829,590,gamma-glutamylvaline,Peptide,Gamma-glutamyl Amino Acid,LC/MS Neg,100001126,1072.0,245.1143,7015683,2746-34-1,,HMDB11172
52473,4179,gamma-tocopherol/beta-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,LC/MS Pos Late,100008998,2384.0,416.3643,,,,
62061,4615,genistein sulfate*,Xenobiotics,Food Component/Plant,LC/MS Neg,100020207,3616.0,349.0024,,,,
18280,209,gentisate,Amino Acid,Tyrosine Metabolism,LC/MS Polar,100000447,905.0,153.0193,3469,490-79-9,C00628,HMDB00152
64200,4476,ginkgolic acid C15:1,Xenobiotics,Food Component/Plant,LC/MS Polar,100021252,677.0,345.2435,5281858,22910-60-7,C10794,
63699,5902,GlcNAc sulfate conjugate of C21H34O2 steroid,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100021726,4336.7,299.6386,,,,
64110,5373,Glimepiride,Xenobiotics,Drug - Metabolic,LC/MS Pos Late,100020885,1237.0,491.2323,,93479-97-1,,
64107,5374,glipizide,Xenobiotics,Drug - Metabolic,LC/MS Neg,100020884,4312.0,444.1711,3478,29094-61-9,D00335,HMDB15200
587,4547,gluconate,Xenobiotics,Food Component/Plant,LC/MS Polar,338,2922.0,195.051,10690,527-07-1,C00257,HMDB00625
48152,1134,glucose,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",LC/MS Polar,572,2342.0,225.0616,5793,50-99-7,C00031,HMDB00122
15443,1312,glucuronate,Carbohydrate,Aminosugar Metabolism,LC/MS Polar,100000257,3233.3,193.0354,444791,207300-70-7,C00191,HMDB00127
61881,5838,glucuronide of C10H18O2 (1)*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100019990,2728.0,345.1555,,,,
61887,5844,glucuronide of C10H18O2 (7)*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100020014,3790.0,345.1555,,,,
61888,5845,glucuronide of C10H18O2 (8)*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100020015,3865.0,345.1555,,,,
61874,5856,glucuronide of C12H22O4 (1)*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100019984,2590.0,405.1766,,,,
61875,5857,glucuronide of C12H22O4 (2)*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100019985,2700.0,405.1766,,,,
61876,5861,glucuronide of C14H26O4 (1)*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100019986,3200.0,433.2079,,,,
62290,4746,glucuronide of piperine metabolite C17H21NO3 (3)*,Xenobiotics,Food Component/Plant,LC/MS Neg,100020491,3951.0,462.177,,,,
62291,4747,glucuronide of piperine metabolite C17H21NO3 (4)*,Xenobiotics,Food Component/Plant,LC/MS Neg,100020492,3992.0,462.177,,,,
62292,4748,glucuronide of piperine metabolite C17H21NO3 (5)*,Xenobiotics,Food Component/Plant,LC/MS Neg,100020493,4039.0,462.177,,,,
57,42,glutamate,Amino Acid,Glutamate Metabolism,LC/MS Pos Early,561,1500.0,148.0604,611,56-86-0,C00025,HMDB00148
53,43,glutamine,Amino Acid,Glutamate Metabolism,LC/MS Pos Early,563,1291.0,147.0764,5961,56-85-9,C00064,HMDB00641
63657,5866,glutamine conjugate of C6H10O2 (1)*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Pos Early,100020261,2262.0,243.1339,,,,
63660,5867,glutamine conjugate of C6H10O2 (2)*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100020262,2526.0,241.1194,,,,
63658,5868,glutamine conjugate of C7H12O2*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100020259,3053.0,255.135,,,,
396,1555,glutarate (C5-DC),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Polar,339,2900.0,131.035,743,110-94-1,C00489,HMDB00661
44664,120,glutarylcarnitine (C5-DC),Amino Acid,Lysine Metabolism,LC/MS Pos Early,100001593,2393.0,276.1442,71464488,102636-82-8,,HMDB13130
1572,1154,glycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",LC/MS Polar,1052,2070.4,105.0193,752,600-19-1,C00258,HMDB00139
15122,2687,glycerol,Lipid,Glycerolipid Metabolism,LC/MS Neg,1254,758.0,91.0401,753,56-81-5,C00116,HMDB00131
43847,2688,glycerol 3-phosphate,Lipid,Glycerolipid Metabolism,LC/MS Pos Early,100000258,580.0,173.021,754,29849-82-9,C00093,HMDB00126
37455,2100,glycerophosphoethanolamine,Lipid,Phospholipid Metabolism,LC/MS Pos Early,100001620,659.0,216.0632,123874,33049-08-0,C01233,HMDB00114
15990,2096,glycerophosphorylcholine (GPC),Lipid,Phospholipid Metabolism,LC/MS Pos Early,100000269,672.0,258.1101,71920,28319-77-9,C00670,HMDB00086
57404,2101,glycerophosphoserine*,Lipid,Phospholipid Metabolism,LC/MS Pos Early,100015666,577.0,260.053,3081457,,,
58,1,glycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Pos Early,340,1375.0,76.0393,750,56-40-6,C00037,HMDB00123
62145,5884,glycine conjugate of C10H12O2*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100020253,4005.0,220.0979,,,,
62146,5885,glycine conjugate of C10H14O2 (1)*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100020254,4335.0,222.1136,,,,
62066,3283,glyco-beta-muricholate,Lipid,Primary Bile Acid Metabolism,LC/MS Neg,100020214,4762.0,464.3018,,,,
32346,3275,glycochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,LC/MS Neg,1628,5236.1,448.3068,12544,16564-43-5,C05466,HMDB00637
52974,3288,glycochenodeoxycholate 3-sulfate,Lipid,Primary Bile Acid Metabolism,LC/MS Neg,100006641,4820.0,263.6282,,,,
52983,3286,glycochenodeoxycholate glucuronide (1),Lipid,Primary Bile Acid Metabolism,LC/MS Neg,100009264,4806.0,311.6658,,,,
18476,3268,glycocholate,Lipid,Primary Bile Acid Metabolism,LC/MS Neg,342,5163.0,464.3018,10140,475-31-0;863-57-0,C01921,HMDB00138
52977,3289,glycocholate glucuronide (1),Lipid,Primary Bile Acid Metabolism,LC/MS Neg,100009259,4533.0,640.3339,,,,
32599,3346,glycocholenate sulfate*,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100001989,4750.0,254.6229,,,,
18477,3300,glycodeoxycholate,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100000436,5281.0,448.3068,3035026,360-65-6,C05464,HMDB00631
52975,3351,glycodeoxycholate 3-sulfate,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100006642,4875.0,263.6282,,,,
42574,3337,glycohyocholate,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100004083,5020.0,464.3018,,,,
31912,3310,glycolithocholate,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100001064,5357.1,432.3119,115245,474-74-8,C15557,HMDB00698
32620,3311,glycolithocholate sulfate*,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100001657,5011.0,255.6307,72222,15324-64-8,C11301,HMDB02639
57595,2914,"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*",Lipid,Hexosylceramides (HCER),LC/MS Pos Late,100015882,3414.0,756.6348,,,,
57448,2917,"glycosyl ceramide (d18:1/23:1, d17:1/24:1)*",Lipid,Hexosylceramides (HCER),LC/MS Pos Late,100015751,3667.0,796.6661,,,,
57453,2918,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,Hexosylceramides (HCER),LC/MS Pos Late,100015745,3380.0,808.6661,,,,
57444,2900,glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*,Lipid,Hexosylceramides (HCER),LC/MS Pos Late,100015752,3839.0,826.6767,,,,
57421,2904,glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,Lipid,Hexosylceramides (HCER),LC/MS Pos Late,100015625,3420.0,782.6505,,,,
53013,2893,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Hexosylceramides (HCER),LC/MS Pos Late,100009272,2623.0,700.5722,,,,
52234,2894,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),Lipid,Hexosylceramides (HCER),LC/MS Pos Late,100001882,3053.0,728.6035,,,,
57445,2905,glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0)*,Lipid,Hexosylceramides (HCER),LC/MS Pos Late,100015748,3724.0,796.6661,,,,
39379,3325,glycoursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100002911,5033.0,448.3068,12310288,64480-66-6,,HMDB00708
63731,3328,glycoursodeoxycholic acid sulfate (1),Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100020819,4309.0,263.6282,,,,
46111,4291,guaiacol sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,100004208,2344.0,203.002,22473,,,HMDB60013
43802,475,guanidinoacetate,Amino Acid,Creatine Metabolism,LC/MS Polar,344,2884.0,116.0466,763,352-97-6,C00581,HMDB00128
32446,511,guanidinosuccinate,Amino Acid,Guanidino and Acetamido Metabolism,LC/MS Pos Early,100001212,1892.0,176.0666,97856,6133-30-8,C03139,HMDB03157
1573,3990,guanosine,Nucleotide,"Purine Metabolism, Guanine containing",LC/MS Pos Early,1099,1728.0,284.099,6802,118-00-3,C00387,HMDB00133
46957,4154,gulonate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,LC/MS Polar,100001586,2750.0,195.051,152304,20246-53-1,C00257,HMDB03290
41754,4203,heme,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,LC/MS Pos Late,100001386,1124.0,616.1762,26945,14875-96-8,C00032,HMDB03178
57658,1459,heneicosapentaenoate (21:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100015797,5514.0,315.233,11998573,24257-10-1,,
1644,1391,heptanoate (7:0),Lipid,Medium Chain Fatty Acid,LC/MS Neg,925,3670.0,129.0921,8094,111-14-8,C17714,HMDB00666
61866,1570,heptenedioate (C7:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Polar,100019981,2816.0,157.0506,,,,
57652,1464,hexadecadienoate (16:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100009394,5398.0,251.2017,13932172,28290-73-5,,HMDB00477
35678,1591,hexadecanedioate (C16),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100001614,4615.0,285.2071,10459,505-54-4,C19615,HMDB00672
57428,3003,hexadecasphingosine (d16:1)*,Lipid,Sphingosines,LC/MS Pos Late,100015723,1289.0,272.2584,,,,
61862,1592,hexadecenedioate (C16:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100019975,4380.0,283.1915,,,,
32328,1733,hexanoylcarnitine (C6),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",LC/MS Pos Early,100000781,3358.0,260.1856,6426853,6920-35-0,,HMDB00705
54907,1675,hexanoylglutamine,Lipid,Fatty Acid Metabolism (Acyl Glutamine),LC/MS Neg,100001733,2780.0,243.135,,,,
35436,1697,hexanoylglycine (C6),Lipid,Fatty Acid Metabolism (Acyl Glycine),LC/MS Neg,100001527,2900.0,172.0979,99463,24003-67-6,,HMDB00701
15753,4254,hippurate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,100000014,2106.9,178.051,464,495-69-2,C01586,HMDB00714
59,67,histidine,Amino Acid,Histidine Metabolism,LC/MS Neg,355,755.9,154.0622,6274,5934-29-2,C00135,HMDB00177
62278,4671,histidine betaine (hercynine)*,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100004059,2094.0,198.1237,3083620,534-30-5,,
42027,772,histidylalanine,Peptide,Dipeptide,LC/MS Neg,100003542,970.0,225.0993,351667,16874-75-2,,HMDB28878
22137,442,homoarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,100000961,2882.0,189.1346,9085,156-86-5,C01924,HMDB00670
22138,443,homocitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Polar,100000963,3006.8,188.1041,65072,1190-49-4,C02427,HMDB00679
33009,4674,homostachydrine*,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100001550,1750.0,158.1176,441447,1195-94-4,C08283,HMDB33433
1101,200,homovanillate (HVA),Amino Acid,Tyrosine Metabolism,LC/MS Neg,117,1649.0,181.0506,1738,306-08-1,C05582,HMDB00118
44657,1008,HWESASLLR,Peptide,Polypeptide,LC/MS Pos Late,100001281,786.0,549.7882,,,,
57711,1006,HWESASXX*,Peptide,Polypeptide,LC/MS Neg,100001327,3722.0,940.4534,,,,
62508,1005,HXGXA*,Peptide,Polypeptide,LC/MS Neg,100001330,3600.0,508.2889,,,,
40473,73,hydantoin-5-propionate,Amino Acid,Histidine Metabolism,LC/MS Polar,100002514,2080.0,171.0411,782,5624-26-0,C05565,HMDB01212
39625,5319,hydrochlorothiazide,Xenobiotics,Drug - Cardiovascular,LC/MS Neg,100002734,2046.0,295.9572,3639,58-93-5,C07041,HMDB01928
35322,5546,hydroquinone sulfate,Xenobiotics,Drug - Topical Agents,LC/MS Neg,100001604,1395.0,188.9863,161220,123-31-9,C00530,HMDB02434
62277,1602,hydroxy-CMPF*,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100019794,1516.0,255.0874,,,,
62959,111,"hydroxy-N6,N6,N6-trimethyllysine*",Amino Acid,Lysine Metabolism,LC/MS Pos Early,100021123,2759.0,205.1547,,,,
62060,41,hydroxyasparagine,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Pos Early,100020205,1149.0,149.0557,97663,,C03124,HMDB32332
32882,5467,hydroxybupropion,Xenobiotics,Drug - Psychoactive,LC/MS Pos Late,100001309,750.0,256.1099,446,,,HMDB12235
38661,4388,hydroxycotinine,Xenobiotics,Tobacco Metabolite,LC/MS Pos Early,100002717,2030.0,193.0972,10219774,34834-67-8,,HMDB01390
62851,2940,hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH)),Lipid,Sphingomyelins,LC/MS Pos Late,100021000,2056.0,719.5698,,,,
43580,5388,hydroxypioglitazone (M-IV),Xenobiotics,Drug - Metabolic,LC/MS Pos Late,100004177,665.0,373.1217,,146062-44-4,,
34093,3336,hyocholate,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100001279,5046.0,407.2803,92805,547-75-1,C17649,HMDB00760
590,423,hypotaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Polar,358,2763.4,108.0125,107812,300-84-5,C00519,HMDB00965
3127,3930,hypoxanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",LC/MS Neg,171,1291.2,135.0312,790,68-94-0,C00262,HMDB00157
17799,5078,ibuprofen,Xenobiotics,"Drug - Analgesics, Anesthetics",LC/MS Neg,1487,4925.0,205.1234,3672,15687-27-1,D00126,HMDB01925
38366,5083,ibuprofen acyl glucuronide,Xenobiotics,"Drug - Analgesics, Anesthetics",LC/MS Neg,100002406,4976.0,381.1555,163959,115075-59-7,,
15716,78,imidazole lactate,Amino Acid,Histidine Metabolism,LC/MS Pos Early,100000263,2040.0,157.0608,793,14403-45-3,C05568,HMDB02320
40730,76,imidazole propionate,Amino Acid,Histidine Metabolism,LC/MS Pos Early,100003434,2263.0,141.0659,70630,1074-59-5,,HMDB02271
21025,5701,iminodiacetate (IDA),Xenobiotics,Chemical,LC/MS Pos Early,100000900,830.0,134.0448,8897,142-73-4,C19911,HMDB11753
38116,285,indole-3-carboxylate,Amino Acid,Tryptophan Metabolism,LC/MS Neg,100002185,1710.0,160.0404,69867,771-50-6,C19837,HMDB03320
27513,277,indoleacetate,Amino Acid,Tryptophan Metabolism,LC/MS Neg,100001034,2200.0,174.0561,802,6505-45-9,C00954,HMDB00197
62279,288,indoleacetoylcarnitine*,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,100020479,3114.0,319.1652,,,,
42087,282,indoleacetylglutamine,Amino Acid,Tryptophan Metabolism,LC/MS Neg,100001731,2535.0,302.1146,25200879,,,HMDB13240
34402,286,indolebutyrate,Amino Acid,Tryptophan Metabolism,LC/MS Neg,100001404,3308.0,202.0874,8617,133-32-4,C11284,HMDB02096
18349,276,indolelactate,Amino Acid,Tryptophan Metabolism,LC/MS Neg,100000463,2286.0,204.0666,92904,832-97-3,C02043,HMDB00671
32405,280,indolepropionate,Amino Acid,Tryptophan Metabolism,LC/MS Neg,100001083,2795.0,188.0717,3744,830-96-6,,HMDB02302
43374,4678,indolin-2-one,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100004318,2575.0,134.06,321710,59-48-3,C12312,
1123,3929,inosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",LC/MS Neg,361,1602.1,267.0735,6021,58-63-9,C00294,HMDB00195
2133,3928,inosine 5'-monophosphate (IMP),Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",LC/MS Pos Early,362,650.0,349.0544,8582,4691-65-0,C00130,HMDB00175
33441,379,isobutyrylcarnitine (C4),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,100001055,2810.0,232.1543,168379,25518-49-4,,HMDB00736
35437,380,isobutyrylglycine (C4),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,100001590,1420.0,144.0666,10855600,15926-18-8,,HMDB00730
54724,1349,isocitric lactone,Energy,TCA Cycle,LC/MS Polar,100009239,2970.0,173.0092,98259,4702-32-3,,
48997,4865,isoeugenol sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,100006089,3893.0,243.0333,,,,
1125,345,isoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,376,2800.0,132.1019,6306,73-32-5,C00407,HMDB00172
40008,791,isoleucylglycine,Peptide,Dipeptide,LC/MS Neg,100003169,1992.0,187.1088,342532,868-28-0,,HMDB28907
